全体通し番号,教科,教科での番号,試験の回数,試験の番号,大項目,中項目,問題,選択肢1,選択肢2,選択肢3,選択肢4,答え,解説
1417,きゅう理論,1417,第27回,問題152,1 灸の基礎知識,A. 灸の材料,艾の燃焼に関して正しいのはどれか。,1. 柔らかくひねると燃焼時間が長い。,2. 良質艾は燃焼温度が低い。,3. 乾いた艾は燃焼時間が長い。,4. 硬くひねると燃焼温度は低い。,2,2：良質艾は燃焼温度が低く、粗悪艾は燃焼温度が高くなる。問題10の解説参照。
1418,きゅう理論,1418,第29回,問題171,1 灸の基礎知識,A. 灸の材料,艾について誤っているのはどれか。,1. ヨモギの葉の裏面には毛茸が多い。,2. 毛茸は良質艾に含まれる。,3. 柄細胞は揮発性の精油を含む。,4. シネオールは線維様物質である。,4,**シネオール**（チネオール）は**腺毛**に含まれる**精油成分**であり、艾特有の芳香の原因となる。
1419,きゅう理論,1419,第32回,問題172,2 灸術の種類,A. 有痕灸,焦灼灸について正しいのはどれか。,1. 一局所に多壮施灸する。,2. 患者が気持ち良いところで消火する。,3. 免疫機能低下者に適した灸法である。,4. 輻射熱による温熱刺激を与えることを目的とする。,1,焦灼灸は**疣贅**や**鶏眼**の除去に用いられる灸法で、**組織破壊**を目的とし、**多壮**によって行う。よって正解は1である。2は知熱灸、3は棒灸や隔物灸などの温灸、4は棒灸、箱灸などが該当する。
1420,きゅう理論,1420,第34回,問題173,2 灸術の種類,A. 有痕灸,焦灼灸について最も適切なのはどれか。,1. 隔物灸の一種である。,2. 艾柱を燃焼の途中で取り去る。,3. ウオノメの上に施灸する。,4. 温熱効果と薬理効果の両方が期待できる。,3,問題1の解説参照。
1421,きゅう理論,1421,第27回,問題151,2 灸術の種類,B. 無痕灸,灸法で施灸部の組織を破壊しないのはどれか。,1. 打膿灸,2. 焦灼灸,3. 透熱灸,4. 押灸,4,4：押灸は、棒灸を用いて皮膚との間に布や紙などの介在物を置き、その上から棒灸を押し当てて皮膚に温熱刺激を加える手技の隔物灸である。その他はすべて有痕灸である。
1422,きゅう理論,1422,第27回,問題153,2 灸術の種類,B. 無痕灸,艾を使用しないのはどれか。,1. 漆灸,2. 塩灸,3. 味噌灸,4. ニンニク灸,1,艾を用いないのは1：漆灸である。それ以外は塩、味噌、ニンニクを用いた隔物灸で艾を用いる。
1423,きゅう理論,1423,第29回,問題172,2 灸術の種類,B. 無痕灸,母指と示指で艾柱を覆い、ゆっくり八分目で消火する灸法はどれか。,1. 透熱灸,2. 焦灼灸,3. 打膿灸,4. 知熱灸,4,母指と示指で艾柱を覆い、ゆっくり八分目で消火する灸法は**八分灸**である。知熱灸とは、無痕灸であり八分灸もそれに含まれる。
1424,きゅう理論,1424,第30回,問題172,2 灸術の種類,B. 無痕灸,無痕灸で主に輻射熱を用いるのはどれか。,1. 漆灸,2. 塩灸,3. 艾条灸,4. 味噌灸,3,艾条灸は艾または艾と生薬の粉末を混ぜたものを紙で巻いて棒状にしたものである。艾条灸を手を持ち患者の皮膚に近づけたり遠ざけたりして輻射熱により熱刺激を加える。無痕灸に含まれる。1：漆灸は薬物灸で、艾の燃焼は用いない。2：塩灸と4：味噌灸は隔物灸であり、精製度の低い艾を燃焼させる。
1425,きゅう理論,1425,第31回,問題173,2 灸術の種類,B. 無痕灸,知熱灸について誤っているのはどれか。,1. 無痕灸の一つである。,2. 患者が熱さを感じたら取り除く。,3. 虚弱者にも適応となる。,4. 施灸部にⅡ度熱傷が生じる。,4,知熱灸は無痕灸の一種で、米粒大程度の小さな艾柱であれば指で覆って酸素の供給を減らして消火するか、途中でつまみ取るなどをし、母指頭大程度の大きな艾柱であれば、患者が熱さを感じた辺りで取り除く。弱刺激なので虚弱者にも適する。無痕灸であるので熱傷は生じない。誤りは4である。
1426,きゅう理論,1426,第32回,問題173,2 灸術の種類,B. 無痕灸,輻射熱を用いるのはどれか。,1. 押灸,2. 箱灸,3. 塩灸,4. 紅灸,2,1：押灸は介在物の上から棒灸で押圧し、圧刺激とともに温熱刺激を与える。輻射熱刺激ではない。2：箱灸は輻射熱によって温熱刺激を与えるもので、主に背部や腹部に用いられる。2が正解である。3：塩灸は隔物灸であり輻射熱刺激ではない。4：紅灸は薬物の塗布によるもので、艾は用いない。
1427,きゅう理論,1427,第32回,問題174,2 灸術の種類,B. 無痕灸,小児に対して最も適した灸法はどれか。,1. 透熱灸,2. 焦灼灸,3. 打膿灸,4. 艾条灸,4,1：透熱灸、2：焦灼灸、3：打膿灸は有痕灸であり、強刺激であるので小児には用いない。4：艾条灸（棒灸）は輻射熱での温熱刺激であるので、小児に用いることができる。
1428,きゅう理論,1428,第33回,問題172,2 灸術の種類,B. 無痕灸,艾を使用しないのはどれか。,1. ビワの葉灸,2. ショウガ灸,3. 押灸,4. 紅灸,4,ビワの葉灸は**押し灸**であり、**棒灸**を用いる。ショウガ灸は**隔物灸**である。選択肢1から3は、どれも通常、精製度の低い艾を用いる。4の紅灸は、薬物の塗布により刺激するもので、艾は用いない。
1429,きゅう理論,1429,第26回,問題151,3 灸の臨床応用,A. 刺激量,強刺激を与える目的で行う灸法で正しいのはどれか。,1. 夾雑物が多い艾を用いる。,2. 軟らかくひねる。,3. 壮数を少なくする。,4. 小さな艾柱を用いる。,1,1：夾雑物が多い粗悪艾は燃焼時の熱感が強いため、強刺激を与えることが可能である。また、2：艾を硬くひねる、3：壮数を多くする、4：大きな艾柱を用いると強刺激となる。
1430,きゅう理論,1430,第34回,問題174,3 灸の臨床応用,A. 刺激量,知覚過敏者に対する施灸の配慮で正しいのはどれか。,1. 艾柱を大きくする。,2. 壮数を多くする。,3. ひねりを硬くする。,4. 艾条灸を使用する。,4,知覚過敏者は、少ない刺激でも刺激量が過剰となり、一過性に全身倦怠感や、疲労感などの灸あたり症状を引き起こしやすい。そのため刺激量は十分に配慮する必要がある。1、2、3：艾柱を大きくする、壮数を多くする、ひねりを硬くすることは、刺激が強い手技であり知覚過敏者には不適切である。4：艾条灸とは棒灸のことをいい、無痕灸であるため刺激量を少なくする灸法である。
1431,きゅう理論,1431,第26回,問題153,3 灸の臨床応用,C. 灸療法の適応と禁忌,温筒灸を行った際に、第Ⅱ度熱傷予防のため、艾柱を取り除く目安とはどれか。,1. フレアが出始めた時点,2. 温かさを感じ始めた時点,3. ヒリヒリとした熱さを感じ始めた時点,4. 我慢することができなくなった時点,3,温筒灸の温度が上昇するに伴い温覚が生じ、温度が45℃以上になると熱痛覚（ヒリヒリとした熱さ）が生じる。熱痛覚を感じると、それに伴い血流が増加し、フレアが観察される。3：熱痛覚を感じた段階で艾柱を取り除けば、第Ⅱ度熱傷の予防が可能である。
1432,きゅう理論,1432,第30回,問題173,3 灸の臨床応用,C. 灸療法の適応と禁忌,施灸後に紅斑と痛みが出現した。該当する熱傷はどれか。,1. Ⅰ度,2. 浅達性Ⅱ度,3. 深達性Ⅱ度,4. Ⅲ度,1,施灸後に紅斑と痛みが出現したことから、熱傷の臨床症状による深達度分類では1：Ⅰ度熱傷が考えられる。浅達性、深達性のⅡ度熱傷では**水疱**がみられる。Ⅲ度熱傷では水疱してみられず、**無痛性**である。また皮膚の色調は黒色、褐色または白色である。
1433,きゅう理論,1433,第28回,問題152,3 灸の臨床応用,C. 灸療法の適応と禁忌,透熱灸を避けるべき経穴はどれか。,1. 神堂,2. 顴髎,3. 風市,4. 腸会,2,透熱灸を避けるべき経穴は、顔面部に位置する2：顴髎である。問題7の解説参照。
1434,きゅう理論,1434,第29回,問題177,3 灸の臨床応用,C. 灸療法の適応と禁忌,有痕灸を避けるべき部位はどれか。,1. 頭頂部,2. 爪根部,3. 頬部,4. 胸骨部,3,頬部も含めて顔面部は有痕灸を避けるべき部位である。
1435,きゅう理論,1435,第26回,問題154,3 灸の臨床応用,C. 灸療法の適応と禁忌,WHOの「鍼の基礎教育と安全性に関するガイドライン（1999年）」で有痕灸を避けることとしている部位にある経穴はどれか。,1. 巨髎,2. 淵腋,3. 環跳,4. 丘墟,1,有痕灸を避ける部位は、顔面や腱または大血管がある部位、関節付近、知覚障害部位、化膿性皮膚炎あるいは循環障害がある部位などとされているので、本問では顔面部にある1：巨髎が答えとなる。
1436,きゅう理論,1436,第33回,問題174,3 灸の臨床応用,C. 灸療法の適応と禁忌,透熱灸を最も避けるべき経穴はどれか。,1. 陽白,2. 陽谷,3. 陽池,4. 陽交,1,灸の禁忌部位には、**顔面部**、外生殖器、乳頭、臍部等がある。選択肢の中でこれに該当するのは、顔面部にある陽白である。
1437,きゅう理論,1437,第25回,問題153,3 灸の臨床応用,C. 灸療法の適応と禁忌,糖尿病患者で避けるべきなのはどれか。,1. ニンニク灸,2. 糸状灸,3. 押灸,4. 八分灸,2,糖尿病患者は感染防御機構が障害され、易感染状態にある。したがって、熱傷により化膿する可能性のある直接灸、2：**糸状灸**は避けるべきである。
1438,きゅう理論,1438,第28回,問題154,3 灸の臨床応用,C. 灸療法の適応と禁忌,糖尿病患者に対する灸施術で灸痕化膿のリスクが最も低いのはどれか。,1. 艾条灸,2. 焦灼灸,3. 透熱灸,4. 打膿灸,1,糖尿病患者は、易感染状態にあり容易に感染を起こすため、熱傷を生じない無痕灸（間接灸）が求められる。1：艾条灸（棒灸）は無痕灸である。
1439,きゅう理論,1439,第26回,問題155,3 灸の臨床応用,C. 灸療法の適応と禁忌,知熱灸を行う際に最も注意を要するのはどれか。,1. 認知症,2. 関節リウマチ,3. 骨粗鬆症,4. 過敏性腸症候群,1,1：認知症があると灸熱感を正しく認知できない危険性があるため、知熱灸を行う場合には注意を要する。WHOの「鍼の基礎教育と安全性に関するガイドライン（1999年）」では、「妊娠第一期までは下腹部や腰仙部の経穴への刺鍼や施灸は禁忌」あるいは「意識レベルが低いか、知覚障害または精神障害のある患者への施灸、あるいは化膿性皮膚炎もしくは循環障害のある部位への施灸はさけるべきである」と記載されている。
1440,きゅう理論,1440,第26回,問題152,3 灸の臨床応用,C. 灸療法の適応と禁忌,月経異常に対する灸療法で最も適応となるのはどれか。,1. 40歳頃から月経量が多く、月経痛とともに月経血中に血塊が混ざる。,2. 13歳で初経を迎え、2年後から月経痛に悩んでいる。,3. 28歳で月経痛が発症し、月経ごとに数日間強い下腹部痛を伴う。,4. 頻発月経で3周期以上無排卵月経が続いている。,2,月経異常に対する灸療法で最も適応となるのは、機能的な原因による場合である。したがって、最も適応となるのは、原発性（機能性）月経困難症の可能性が考えられる2である。1、3は続発性（器質性）月経困難（子宮筋腫や、子宮内膜症など）が疑われる。4は多嚢胞性卵巣症候群などの器質的な原因が考えられる。いずれも適応とはなりにくい。
1441,きゅう理論,1441,第29回,問題174,3 灸の臨床応用,C. 灸療法の適応と禁忌,透熱灸を行う場合、最も注意しなければならない疾患はどれか。,1. 全身性エリテマトーデス,2. 過敏性腸症候群,3. 月経困難症,4. 変形性腰痛症,1,全身性エリテマトーデス（SLE）は疾患自体の**易感染性**と治療として用いられるステロイドによる免疫抑制との双方によって**感染症**を起こしやすい状態にある。現在、SLEの死因の原因として感染症は重要な問題となっている。以上のことから、透熱灸を行う場合に最も注意しなければならないのは、感染リスクの高い全身性エリテマトーデスである。
1442,きゅう理論,1442,第30回,問題175,3 灸の臨床応用,C. 灸療法の適応と禁忌,副腎皮質ホルモン剤を長期服用している患者への施灸方法で最も適しているのはどれか。,1. 棒灸,2. 焦灼灸,3. 透熱灸,4. 糸状灸,1,副腎皮質ホルモン剤を長期服用していると**免疫抑制**がおこり感染症を起こしやすくなる（易感染状態）。したがって、副腎皮質ホルモン剤を長期服用している患者への施灸法で正しいのは感染を防止するために熱傷を生じない無痕灸が適している。
1443,きゅう理論,1443,第33回,問題173,3 灸の臨床応用,C. 灸療法の適応と禁忌,透熱灸を行う上で最も注意が必要なのはどれか。,1. 低血圧症,2. 骨粗鬆症,3. 糖尿病,4. 月経困難症,3,施術において注意が必要なのは、妊婦等の他、**易感染性**の患者である。**糖尿病**やステロイド薬の**長期使用者**の場合、施術しない。または十分な説明をし同意を得ること、灸の場合は熱傷にならないよう細心の注意を払うことが必要である。
1444,きゅう理論,1444,第30回,問題174,4 リスク管理,B. 灸療法の医療過誤と副作用,灸痕の化膿を防止する方法で誤っているのはどれか。,1. 艾柱を小さくする。,2. 同一点に施灸する。,3. 水疱を掻破する。,4. 痂皮を保護する。,3,灸痕部の水疱や痂皮を掻破し灸痕を破壊すると化膿する可能性があるため化膿の防止方法として3：水疱を掻破するは誤っている。
1445,きゅう理論,1445,第25回,問題154,4 リスク管理,B. 灸療法の医療過誤と副作用,灸あたりについて誤っているのはどれか。,1. 瞑眩ともいう。,2. 初めて灸療法を受けた場合に起こりやすい。,3. 施術後の不潔操作で起こりやすい。,4. 食欲不振は症状の一つである。,3,**灸あたり**とは施灸後、一過性に全身倦怠感、疲労感、脱力感を数時間程度自覚するもので、1：**瞑眩**ともいわれる。灸あたりの症状が強いと上記症状以外に頭重、めまい、4：**食欲不振**などの症状を伴うことがある。灸あたりは刺激過剰が原因となり、特に2：初めて灸療法を受けた場合に起こりやすい。3：施術後の不潔操作は原因とならない。
1446,きゅう理論,1446,第27回,問題154,4 リスク管理,B. 灸療法の医療過誤と副作用,灸あたりの症状はどれか。,1. めまい,2. チアノーゼ,3. 胸痛,4. しびれ,1,問題2の解説参照。
1447,きゅう理論,1447,第28回,問題153,4 リスク管理,B. 灸療法の医療過誤と副作用,灸あたりについて誤っているのはどれか。,1. 瞑眩の一種である。,2. 水疱の破壊により起こる。,3. めまいは症状の一つである。,4. 灸療法を再開したときは総刺激量を少なくする。,2,2：水疱の破壊は、灸あたりの原因にならない。問題2の解説参照。
1448,きゅう理論,1448,第29回,問題175,4 リスク管理,B. 灸療法の医療過誤と副作用,灸あたりの一般的症状でないのはどれか。,1. 悪寒,2. 発熱,3. 胸痛,4. 頭重,3,施灸後に一過性に自覚される全身倦怠感、疲労感、脱力感を灸あたりと称している。灸あたりの症状が強い場合には上記以外に**悪寒**、**発熱**、**頭重**、めまい、食欲不振、嘔気などがみられる。
1449,きゅう理論,1449,第31回,問題174,4 リスク管理,B. 灸療法の医療過誤と副作用,灸あたりの予防として最も適切なのはどれか。,1. 艾柱のひねりを硬くする。,2. 艾柱の底面を広くする。,3. 刺激量の少ない灸法を選択する。,4. 施灸後の皮膚消毒を念入りに行う。,3,灸あたりは刺激に対する過剰反応で、**倦怠感**、**疲労感**、**頭重感**、**食欲不振**、**吐き気**などの症状がみられる。予防には刺激量を少なくすることが必要となるので、艾柱は**小さく**、ひねりは**柔らかく**、壮数は**少なく**、穴数も**少なく**し、無痕灸などの**刺激量の少ない**灸法にする。施灸前後の消毒は必要であるが、灸あたりには関係しない。
1450,きゅう理論,1450,第25回,問題155,4 リスク管理,C. 感染防止対策,有痕灸施術部位の皮膚消毒について最も適切なのはどれか。,1. 施灸前後に行う。,2. ラビング法を用いる。,3. 施灸部位を往復するように拭く。,4. 次亜塩素酸ナトリウムを用いる。,1,有痕灸施術部位の皮膚消毒は、一般的に**消毒用エタノール**で1：**施灸前後に清拭法（スワブ法）**で**一方向性**、あるいは**遠心性渦巻き状**に行う。4：次亜塩素酸ナトリウムは医療用具の消毒に用い、皮膚消毒には用いない。
1451,きゅう理論,1451,第29回,問題173,4 リスク管理,C. 感染防止対策,透熱灸施術部の消毒方法で最も適切なのはどれか。,1. ラビング法を用いる。,2. 施灸前後に行う。,3. 次亜塩素酸ナトリウムを用いる。,4. 施灸部位を往復するように拭く。,2,問題7を参照。
1452,きゅう理論,1452,第33回,問題175,4 リスク管理,C. 感染防止対策,有痕灸施術部の消毒で最も適切なのはどれか。,1. 清拭圧は強めで行う。,2. 施灸前後に行う。,3. 施灸部を往復するように拭く。,4. 次亜塩素酸ナトリウムを用いる。,2,施灸の際の消毒は、施灸前後に行う。よって正解は2である。消毒用エタノール（76.9～81.4%）またはイソプロピルアルコール（70%）を使用することが推奨される。施灸後の皮膚は過敏となっているので強い清拭は避け、軽く圧迫する程度とする。
1454,きゅう理論,2,第25回,問題156,5 灸治効の基礎,A. 末梢における灸刺激の受容と伝導,温度刺激に関して正しいのはどれか。,1. 20～40℃の間では皮膚温が高いほど閾値が高くなる。,2. 感覚の順応は起きにくい。,3. 熱刺激を受容するⅢ群繊維がある。,4. 皮膚温が45℃未満の熱刺激では神経性炎症は起こらない。,3,"【解説】温度刺激に関して正しいのは、3：熱刺激を受容する**Ⅲ群繊維**（**Aδ繊維**）が存在する。このⅢ群繊維は52℃以上の熱刺激により活性化される。1：20～40℃の間では皮膚温が高いほど、温覚の閾値が**低くなる**。また、2：感覚の順応は起きやすい。なお、4：皮膚温が45℃未満の熱刺激でも、軸索反射による**神経性炎症**は起こる。これは、43℃以上の熱刺激で興奮する**Ⅳ群繊維**が関与している。"
1455,きゅう理論,3,第27回,問題156,5 灸治効の基礎,A. 末梢における灸刺激の受容と伝導,ポリモーダル受容器が受容した熱痛を主に伝導するのはどれか。,1. Aα線維,2. Aβ線維,3. Aγ線維,4. C線維,4,"【解説】ポリモーダル受容器からの熱痛を伝導するのは、**4：C線維**（Ⅳ群繊維）である。1：Aα線維は筋紡錘や腱受容器からの情報を伝達する。2：Aβ線維は触圧受容器からの情報を伝導する。3：Aγ線維は筋紡錘に向かう遠心性の運動線維である。後出の**問題9**の解説参照。"
1456,きゅう理論,4,第30回,問題176,5 灸治効の基礎,A. 末梢における灸刺激の受容と伝導,施灸時の熱刺激を伝える一次求心性神経繊維はどれか。,1. Ⅰa群線維,2. Ⅰb群線維,3. Ⅱ群線維,4. Ⅳ群線維,4,"【解説】温度情報を伝えるのはAδ（Ⅲ群）線維とC（Ⅳ群）線維である。よって正解は4である。問題4を参照。"
1457,きゅう理論,5,第31回,問題175,5 灸治効の基礎,A. 末梢における灸刺激の受容と伝導,痛みを伴う熱刺激を伝導するのはどれか。,1. Aα線維,2. Aβ線維,3. Aγ線維,4. Aδ線維,4,"【解説】温度刺激情報を伝えるのは**Aδ線維**と**C線維**である。どちらも熱痛に関与する。熱刺激受容器である**TRPV1**は43℃以上で活性化し、主に**C線維**に発現する。52℃以上で活性化する**TRPV2**は**Aδ線維**に多くみられる。選択肢にはC線維は無いので、4のAδ線維を選ぶ。Aδ線維は高閾値熱刺激の伝導を行う。"
1458,きゅう理論,6,第26回,問題156,5 灸治効の基礎,A. 末梢における灸刺激の受容と伝導,第12胸神経から第2腰神経の皮膚分節領域に関連痛が現れる内臓はどれか。,1. 心臓,2. 肝臓,3. 胆嚢,4. 腎臓,4,"【解説】内臓からの情報を伝える内臓求心性神経は、交感神経とほぼ平行して走行している。したがって、第12胸神経から第2腰神経の皮膚分節領域に関連痛が現れる臓器は、同一脊髄分節から起こる交感神経が分布している臓器ということになり、4：腎臓が答えとなる。"
1459,きゅう理論,7,第27回,問題155,5 灸治効の基礎,A. 末梢における灸刺激の受容と伝導,関連痛に直接関与しないのはどれか。,1. 侵害受容器,2. 広作動域ニューロン,3. Ⅰb群求心性線維,4. 外側脊髄視床路,3,"【解説】3：Ⅰb群求心性線維は**腱受容器**からの情報を中枢に伝える求心性線維であり、関連痛には関与しない。2：広作動域ニューロンは脊髄内で痛みを伝える二次侵害受容ニューロンで、関連痛の発生に関与している。1、4：侵害受容器からの情報と別の部位からの情報が脊髄後角で二次ニューロンに収束し、外側脊髄視床路を上行する。同一の二次ニューロンに収束することで、本来の侵害刺激の部位の認識に混乱が起きるとするのが関連痛の収束説である。よって1と4は関連痛に関与する。"
1460,きゅう理論,8,第34回,問題175,5 灸治効の基礎,A. 末梢における灸刺激の受容と伝導,関連痛に最も関与するのはどれか。,1. 脊髄後角広作動域ニューロン,2. マイスネル小体,3. Ⅱ群求心性線維,4. 前脊髄視床路,1,"【解説】問題6の解説参照。"
1461,きゅう理論,9,第31回,問題176,5 灸治効の基礎,A. 末梢における灸刺激の受容と伝導,灸による温熱刺激の受容・伝導について正しいのはどれか。,1. カプサイシン受容器（TRPV1受容器）が応答する。,2. Ⅱ群線維によって伝導される。,3. 温度感覚は順応が起こりにくい。,4. 熱痛情報は脊髄後索を上行する。,1,"【解説】2：温熱刺激はⅢ群またはⅣ群線維によって伝導され、3：温度感覚は**順応**しやすく、4：熱痛情報を伝えるのは**外側脊髄視床路**で、脊髄**前側索**を上行する。よって2、3、4は誤りである。温熱刺激の受容器としても働くTRPチャネルのひとつである**TRPV1**の熱活性化温度閾値は43℃であり、侵害性熱刺激受容に関与すると考えられる。TRPV1は温度のみならず、唐辛子の主成分である**カプサイシン**の他、酸、カンフル、アリシンでも活性化され、カプサイシン受容器とも呼ばれるが、この2つの刺激を感知する共通の分子メカニズムとして知られる。"
1462,きゅう理論,10,第26回,問題157,5 灸治効の基礎,B. 感覚の中枢内伝導路,温度覚について正しいのはどれか。,1. 温受容器の形態は特定の受容器構造をもつ。,2. 熱刺激による興奮はⅡ群線維によって伝達される。,3. 2次求心性ニューロンの細胞体は延髄の後索核にある。,4. 右下肢の熱刺激の興奮は左の大脳皮質の体性感覚野に伝わる。,4,"【解説】4：温度覚は脊髄の後根から脊髄後角に入り、交叉して対側の前外側（外側脊髄視床路）を上行し、大脳皮質の体性感覚野に投影する。1：温受容器は、特定の受容器構造を持たない**自由神経終末**である。2：熱刺激による興奮は、**Ⅳ群線維**（C線維）によって伝達される。3：2次求心性ニューロンの細胞体は、脊髄の後角内にある。"
1463,きゅう理論,11,第28回,問題155,5 灸治効の基礎,B. 感覚の中枢内伝導路,灸による温熱刺激の受容・伝導について誤っているのはどれか。,1. 熱刺激で開くイオンチャネルが存在する。,2. Ⅳ群線維によって伝導される。,3. 脊髄後角の侵害受容ニューロンへ伝達する。,4. 熱痛情報は脊髄後側索を上行する。,4,"【解説】1：TRPチャネルはイオンチャネルであり、温度上昇の刺激に応答してチャネルを開く。2：温度情報は**Aδ**（**Ⅲ群**）線維と**C**（**Ⅳ群**）線維によって伝えられ、3：1次ニューロンは脊髄**後角**で2次ニューロンにシナプスし、温熱刺激情報が伝達され、4：2次ニューロンは対側に交叉し、脊髄**前側索**を上行する。これが外側脊髄視床路である。"
1464,きゅう理論,12,第29回,問題176,5 灸治効の基礎,B. 感覚の中枢内伝導路,透熱灸による熱刺激の伝導路はどれか。,1. 外側皮質脊髄路,2. 外側脊髄視床路,3. 腹側脊髄視床路,4. 後索路,2,"【解説】1：下行性伝導路である。2：外側脊髄視床路は**温度と痛み**の情報を伝える。3：腹側脊髄視床路は粗大感触覚、4：後索路は精細な触圧覚と深部感覚の情報を伝える。"
1465,きゅう理論,13,第30回,問題177,5 灸治効の基礎,B. 感覚の中枢内伝導路,熱刺激の伝導で一次求心性神経線維のシナプスがあるのはどれか。,1. 胸髄核,2. 薄束核,3. 楔状束核,4. 脊髄後角,4,"【解説】熱刺激を伝える一次求心性神経線維は**脊髄後角**で二次求心性神経線維にシナプス結合する。問題9の解説参照。"
