全体通し番号,教科,教科での番号,試験の回数,試験の番号,大項目,中項目,問題,選択肢1,選択肢2,選択肢3,選択肢4,答え,解説
1314,はり理論,11,第32回,問題162,2 基本的な刺鍼方法 (刺鍼の術式),A. 刺鍼の基本操作 (刺鍼の術式),押手について最も適切なのはどれか。,1. 刺鍼部位の皮膚や筋肉を和らげる。,2. 左右圧に相当するのは固定圧である。,3. 患者の急な体動を察知し、動揺を防ぐ。,4. 刺鍼抵抗を察知する。,3,"解説：1：**前刺**の役割に該当する。2：左右圧に相当するのは**水平圧**、上下圧は**垂直圧**、周囲圧は**固定圧**に相当する。3：**固定圧（固定圧）**は、第3〜5指と、小指外側から小指球にかけての部分で鍼刺入部周囲にかける圧で、刺鍼部の固定と、患者の体動を察知し動揺を防ぐ役割がある。よって正解は3である。"
1315,はり理論,12,第25回,問題142,2 基本的な刺鍼方法 (刺鍼の術式),B. 基本17手技,鍼の術式で刺鍼時・抜鍼時に左右交互にひねりながら行うのはどれか。,1. 回旋術,2. 簡散術,3. 旋撚術,4. 乱鍼術,3,"解説：刺鍼時・抜鍼時に左右交互にひねりながら行うのは**3：旋撚術**である。1：回旋術は、刺鍼後一定の深さでこれを一方向に回転しながら刺入を行う、あるいは一定の深さでこれを行う手技である。2：抜鍼時には刺入時と逆方向に回す。4：乱鍼術は複数の刺鍼手技を組み合わせる手技。"
1316,はり理論,13,第25回,問題143,2 基本的な刺鍼方法 (刺鍼の術式),B. 基本17手技,鍼の術式のうち鍼管のみを用い、弾入の要領で鍼管を叩打するのはどれか。,1. 菅散術,2. 細指術,3. 振せん術,4. 内調術,1,"解説：鍼管のみを用い、弾入の要領で鍼管を叩打するのは**1：管散術**である。2：細指術は鍼管から出ている鍼柄を数回叩打し、鍼全体が鍼管の中に入る前に鍼柄を引き上げ、また弾入を行う法。3：振せん術は、刺入した鍼の鍼柄を刺し手でつまみ、振動を与える。4：内調術は、刺入した鍼の鍼柄を鍼管で叩打して鍼体に動揺を与える方法である。"
1317,はり理論,14,第34回,問題162,2 基本的な刺鍼方法 (刺鍼の術式),B. 基本17手技,弾入動作を用いて刺激を与える手技はどれか。,1. 菅散術,2. 随鍼術,3. 内調術,4. 屋漏術,1,"解説：**問題4の解説**参照。"
1318,はり理論,15,第26回,問題141,2 基本的な刺鍼方法 (刺鍼の術式),B. 基本17手技,次の文で示す刺鍼操作はどれを応用したものか。「筋肉内での置鍼中に強い響き感覚と鈍痛が生じたので、その位置より少しだけ鍼を引き上げ、しばらく留置してから再び筋中まで刺入した後抜鍼したところ、鈍痛を軽減させることができた。」,1. 屋漏術,2. 随鍼術,3. 内調術,4. 間歇術,4,"解説：1：**屋漏術**は、目的の深さまで$\frac{1}{3}$ずつ刺入し、その都度その深度で雀啄をしながら刺入を進めるもので、抜鍼時にも逆に$\frac{1}{3}$ずつ浅くしながら雀啄をする。また、雀啄をせずに$\frac{1}{3}$ずつ刺入しながらその深度でしばらく留める方法もある。2：**随鍼術**は、刺入時には、呼気時に刺入し、吸気時には留める。抜鍼時には吸気時に抜き、呼気で留める。3：**内調術**は、刺入した鍼の鍼柄を鍼管で叩打して鍼体に動揺を与える方法である。4：**間歇術**は、目的の深さまで刺入し、その後半分抜いてしばらく留め、再度前の深さまで刺入し、しばらく留めることを繰り返す。設問は、これに相当するもので、正解は4である。"
1319,はり理論,16,第27回,問題142,2 基本的な刺鍼方法 (刺鍼の術式),B. 基本17手技,刺鍼手技で呼気時に刺入し吸気時に止めるを繰り返し、目的深度まで刺入するのはどれか。,1. 随鍼術,2. 間歇術,3. 内調術,4. 乱鍼術,1,"解説：設問は**1：随鍼術**の刺鍼時の手技の説明である。2：**間歇術**は、目的の深さまで刺入し、その後半分抜いてしばらく留め、再度前の深さまで刺入し、しばらく留めることを繰り返す方法で、3：**内調術**は、刺入した鍼の鍼柄を鍼管で叩打して鍼体に動揺を与える方法であり、4：**乱鍼術**は複数の手技を組合わせて併用するものである。"
1320,はり理論,17,第28回,問題142,2 基本的な刺鍼方法 (刺鍼の術式),B. 基本17手技,現行17手技で鍼を一方向に回すのはどれか。,1. 細指術,2. 回旋術,3. 問歇術,4. 旋撚術,2,"解説：17手技のうち鍼を一方向に回すのは**2：回旋術**である。**問題3、4、7の解説**参照。"
1321,はり理論,18,第29回,問題163,2 基本的な刺鍼方法 (刺鍼の術式),B. 基本17手技,雀啄術と回旋術に共通するのはどれか。,1. 抜鍼困難時に使用する。,2. 刺入した後、鍼管で刺激を与える。,3. 鍼柄を刺手でつまみ振動を与える。,4. 一定深度に刺入後、鍼を動かし刺激を与える。,4,"解説：雀啄術は鍼を一定深度に刺入後、上下に進退させる方法で、回旋術は一定深度に刺入後、左または右のどちらか一方向に鍼を回旋させる方法である。1：抜鍼困難時に使用するのは**副刺激術**、**示指打法**、**迎え鍼**などである。2：刺入した後、鍼管で刺激を与えるのは**内調術**である。3：鍼柄を刺手でつまみ振動を与えるのは**振せん術**である。"
1322,はり理論,19,第30回,問題162,2 基本的な刺鍼方法 (刺鍼の術式),B. 基本17手技,刺鍼法と手技の組合せで正しいのはどれか。,1. 撚鍼法 ── 示指打法,2. 打鍼法 ── 気拍法,3. 管鍼法 ── 内調術,4. 小児鍼法 ── 火曳の鍼,3,"解説：3：**内調術**は刺入した鍼の鍼柄を鍼管で叩いて鍼体に動揺を与える方法で、管鍼法の刺鍼中に行う手技である。1：**撚鍼法**は鍼管を用いずに切皮、刺入する方法である。**示指打法**は鍼を一定の深さに刺入し、その鍼に再び鍼管をかぶせ弾入のように鍼管の上端を叩く方法で、管鍼法の刺鍼中に行う手技である。2：気拍法（副刺激術）は管鍼法の刺鍼中に行う手技である。4：**火曳の鍼**は打鍼法で行われる手技である。"
1323,はり理論,20,第33回,問題162,2 基本的な刺鍼方法 (刺鍼の術式),B. 基本17手技,基本17手技で鍼の刺入深度が最も深くなるのはどれか。,1. 屋漏術,2. 管散術,3. 細指術,4. 鍼尖転移法,1,"解説：1：**屋漏術**は、目的とする深度の$\frac{1}{3}$ずつ刺入し、各深度でその都度留めるかまたは雀啄をする。2：**管散術**は、鍼を用いず**鍼管**のみで行い、弾入のように鍼管の上部を叩打する。鍼の刺入はなく皮膚刺激のみである。3：**細指術**は、切皮、弾入だけを何度も繰り返す。刺激は**皮下**にとどまり、深部には到達しない。4：**鍼尖転移法**は、鍼尖を**皮下**に留め、押手、刺手とともに皮膚を前後左右円状に移動させ、刺激を皮下に与える。鍼は深部には到達しない。よって、選択肢中で刺入深度が最も深いのは**1**である。"
1324,はり理論,21,第25回,問題144,3 特殊鍼法,A. 小児鍼,現在の小児鍼で接触鍼および摩擦鍼として用いるのはどれか。,1. いちょう鍼,2. ウサギ鍼,3. 振子鍼,4. ローラー鍼,1,"解説：小児鍼で接触鍼および摩擦鍼として用いるのは**1：いちょう鍼**である。2：ウサギ鍼、4：ローラー鍼（車鍼）は**摩擦鍼**で、3：振子鍼は**接触鍼**である。"
1325,はり理論,22,第32回,問題163,3 特殊鍼法,A. 小児鍼,小児鍼で、接触鍼と摩擦鍼の両方の特徴をもつのはどれか。,1. 集毛鍼,2. 振子鍼,3. いちょう鍼,4. ローラー鍼,3,"解説：**接触鍼**は単一もしくは複数の点状の刺激を与えるもので、**集毛鍼**、**振り子鍼**などが該当する。**摩擦鍼**は、鍼具の一辺を用いて擦ったり、車状のものを転がして面状の刺激を与えるもので、**車鍼**、**ローラー鍼**、**ウサギ鍼**などが該当する。**いちょう鍼**は両方の使い方ができ、扇の部分での軽擦は摩擦鍼、点状の部分でのタッチングは接触鍼としての刺激を与えることができる。"
1326,はり理論,23,第29回,問題164,3 特殊鍼法,B. 皮内鍼、円皮鍼,特殊鍼法で水平に刺入するのはどれか。,1. 円皮鍼,2. 集毛鍼,3. 皮内鍼,4. 灸頭鍼,3,"解説：1：円皮鍼は、ごく短い鍼を体表に**垂直**に刺入して貼付する。2：集毛鍼は小児鍼で、**接触鍼**の一種である。3：皮内鍼は**赤羽幸兵衛**が考案したもので、短い鍼を皮内に**水平**に刺入してテープで固定する。よって正解は3である。4：灸頭鍼は刺入した鍼の鍼柄に艾球を付けて燃焼させ、機械刺激と温熱刺激を同時に与えるものである。"
1327,はり理論,24,第33回,問題163,3 特殊鍼法,B. 皮内鍼、円皮鍼,特殊鍼法で横刺するのはどれか。,1. 灸頭鍼,2. 小児鍼,3. 皮内鍼,4. 円皮鍼,3,"解説：1：**灸頭鍼**は、笹川智興が創案・研究したもので、現在は**直刺**で行うのが基本とされる。2：**小児鍼**は、関西を中心に発展し、現在通常は皮膚表面への軽い刺激であり、鋭利な鍼尖をもたない道具による**摩擦・接触刺激**を主とする。3：**皮内鍼**は、赤羽幸兵衛が創案したもので、細く短い（長さ3〜7mm）鍼を用い、皮内に**水平**に刺入し、長時間留置し、持続的な刺激を与える。よって正解は3である。4：**円皮鍼**は、画鋲状の短い鍼を**垂直**に刺入する。皮内鍼同様、持続的な刺激を与える。"
1328,はり理論,25,第34回,問題163,3 特殊鍼法,C. 灸頭鍼,灸頭鍼に使用する鍼で最も適切なのはどれか。,1. 鍼体長30mm,2. 鍼体径0.16mm,3. 凹凸のない鍼柄表面,4. カシメ式接合された鍼柄,4,"解説：4：灸頭鍼法では鍼柄が金属で**カシメ式**のものを使用する。1、2：鍼は、モグサの重量を支えるため、あるいは皮膚との距離を保つために**50mm、20号鍼（3番鍼）**以上のステンレス製の単回使用毫鍼を使用する。3：モグサの落下を防ぐため、鍼柄に凹凸があるものを使用する。"
1329,はり理論,26,第31回,問題163,3 特殊鍼法,C. 灸頭鍼,機械刺激と温熱刺激を同時に与える特殊鍼法はどれか。,1. 小児鍼法,2. 灸頭鍼法,3. 皮内鍼法,4. 鍼通電療法,2,"解説：灸頭鍼法は、刺鍼による機械刺激と艾球燃焼による温熱刺激を同時に与える。現在主に使用されるステンレス鍼では熱伝導率はごく小さいので、温熱刺激は輻射熱刺激となる。"
1330,はり理論,27,第29回,問題165,4 鍼の臨床応用,B. 生体の感受性,鍼施術に対する患者の感受性を決定する要因はどれか。,1. 刺鍼の手技,2. 鍼体の太さ,3. 受療経験の有無,4. 刺激時間の長さ,3,"解説：鍼灸刺激に対する感受性は患者自身の要因によって決定される。感受性を決定する要因としては鍼灸治療の**受療経験**・性別・年齢・体質・**栄養状態**などがある。小児・老年は青・壮年より鋭敏、虚弱な者・神経質な者は頑健な者より鋭敏、未経験者は経験者より鋭敏、顔・手足は背部より鋭敏などと考えられている。鍼灸治療時には患者の感受性に応じて、適切な刺激量（使用鍼・刺激時間・手技など）を与える必要がある。"
1331,はり理論,28,第34回,問題164,4 鍼の臨床応用,B. 生体の感受性,鍼刺激に対する感受性を決定する要因はどれか。,1. 栄養状態,2. 使用鍼,3. 運鍼速度,4. 刺激時間,1,"解説：**問題1の解説**参照。"
1332,はり理論,29,第25回,問題145,4 鍼の臨床応用,C. 鍼療法の適応と禁忌,NIHの合意形成声明書（1998年2月最終版）で、鍼が有効とされるのはどれか。,1. 妊娠時の吐き気,2. 薬物中毒,3. テニス肘,4. 月経痛,1,"解説：**NIH**の合意形成声明書に、鍼が有効であるとされたのは**1：妊娠時の吐き気（悪阻、つわり）**である。2：薬物中毒、3：テニス肘、4：月経痛は**補助的あるいは代替療法**として有用である可能性があるとされた。"
1333,はり理論,30,第32回,問題164,4 鍼の臨床応用,C. 鍼療法の適応と禁忌,鍼療法の禁忌はどれか。,1. 化学療法に伴う吐き気,2. 悪性腫瘍に伴う痛み,3. つわり,4. クスマウル呼吸を伴う意識障害,4,"解説：禁忌とは、施術により適切な処置を受ける機会を逸し、重篤となる危険がある状態で、施術を行ってはならない病態である。世界保健機関（WHO）のガイドライン（1999年）では、安全性を重視する立場から、妊娠、救急事態もしくは手術を必要とする場合、悪性腫瘍、出血性の疾患、血友病や壊血病、人工透析患者、再生不良性貧血患者、本態性血小板減少症、紫斑病などの状態での鍼治療は避けるべきとしている。一方、米国国立衛生研究所（NIH）の合意声明書（1998年）では、鍼が有効な疾病として、成人の術後あるいは薬物療法時の吐き気、嘔吐、妊娠時の悪阻、歯科の術後痛が挙げられている。以上から、1：化学療法に伴う吐き気と3：つわりは、NIHの声明によれば鍼の適応となり、2：悪性腫瘍はWHOでは避けるべきとされているが、緩和医療として、がんの現代医療のチーム医療に参画することは、鍼灸治療の効果により患者のADL、QOLの改善につながり、実際に連携して行われる。4：クスマウル呼吸は、規則正しく深く大きな呼吸が連続するもので、代謝性アシドーシスに起因するアシドーシス補正のための代償性呼吸であり、糖尿病性ケトアシドーシスに代表される病態である。重度のケトアシドーシスは、意識障害となる可能性があり、意識障害は緊急事態であるので鍼治療は禁忌である。"
1334,はり理論,31,第33回,問題164,4 鍼の臨床応用,C. 鍼療法の適応と禁忌,鍼療法の禁忌はどれか。,1. つわり,2. 肉体作業後の筋疲労,3. 脳血管障害後の回復期,4. 手術を必要とする状態,4,"解説：禁忌は4である。鍼施術を行うことにより、手術という適切な処置を受ける機会を逸するまたは処置が遅れることになり、重篤な病態に陥る危険性がある。1：妊娠中は注意を要するが、つわりは米国NIH（国立衛生研究所）の合意声明で鍼治療は有効とされている。2：筋疲労に対しては、刺鍼による血流改善により、回復が早まることが期待できる。3：脳血管障害の後遺症に対する鍼灸治療は、運動療法・薬物療法と併行して行うことで症状の改善が期待でき、QOLの向上を図ることができる。"
1335,はり理論,32,第27回,問題143,4 鍼の臨床応用,C. 鍼療法の適応と禁忌,理学検査が陽性の病態に局所刺鍼が最も有効なのはどれか。,1. アプリヘンジョンテスト,2. ラックマンテスト,3. ストロークテスト,4. チェアテスト,4,"解説：**4：チェアテスト**は、**上腕骨外側上顆炎**の検査である。上腕骨外側上顆炎は、局所刺鍼が有効であると考えられる。1：アプリヘンンテストは関節（肩関節、膝蓋大腿関節）の不安定性を確認する検査で、脱臼不安感の出現の有無を診る。2：ラックマンテストは、膝の前十字靭帯損傷の程度を確認する検査である。3：ストロークテストは、膝関節の腫脹を確認する検査である。"
1336,はり理論,33,第29回,問題166,4 鍼の臨床応用,C. 鍼療法の適応と禁忌,鍼通電装置と近接使用してはならないのはどれか。,1. 超音波,2. 紫外線,3. マイクロ波,4. 赤外線,3,"解説：3：マイクロ波（極超短波）は電磁波の一種である。臨床に用いられるマイクロ波治療器は2450MHzの波長を発生させて、体組織の加熱を行うことで治療に応用されている。鍼通電装置にマイクロ波が照射されると誤作動を起こす可能性があるため、近接して使用することは避けなければならない。また、マイクロ波を人体に照射する場合でもペースメーカーなどの体内埋込み型の医療機器を使用している場合はマイクロ波の照射は禁忌となる。人工関節など体内に金属インプラントが埋め込まれている場合も同部位への照射禁忌となる。"
1337,はり理論,34,第30回,問題164,4 鍼の臨床応用,C. 鍼療法の適応と禁忌,徒手検査法が陽性の病態に、局所刺激が最も有効なのはどれか。,1. マクマレーテスト,2. トーマステスト,3. ラックマンテスト,4. ドロップアームテスト,2,"解説：**2：トーマステスト**は股関節の屈曲拘縮（腸腰筋の短縮による）の有無を調べる徒手検査法である。トーマステスト陽性の場合には局所刺鍼として腸腰筋への刺鍼が有効であると考えられる。1：**マクマレーテスト**は半月板損傷の有無、3：**ラックマンテスト**は前十字靭帯損傷の有無、**ドロップアームテスト**は腱板損傷（断裂）の有無を調べる徒手検査である。半月板損傷、前十字靭帯損傷、腱板損傷（断裂）のいずれも局所刺鍼が有効な病態とはいえない。"
1338,はり理論,35,第30回,問題166,5 リスク管理,A. 施術上の一般注意,低周波鍼通電療法の安全対策で正しいのはどれか。,1. 電流は直流パルスを用いる。,2. 鍼の材質はステンレスを用いる。,3. 心臓を挟む形で電極を配置する。,4. 通電装置の出力レベルは最大値から始める。,2,"解説：低周波鍼通電療法を行う場合、2：鍼の材質は**ステンレス**を用いる。鍼通電療法では鍼の電気分解による折鍼を防止するために1：電流は**交流パルス**を用いる。また、感電防止（マクロショック、ミクロショック）のために3：心臓を挟む形で電極を配置することを避けなければならない。併せて、心臓ペースメーカーや埋込み型除細動器を使用している患者に対する鍼通電は禁止である。4：通電装置の出力レベルは最小值から始め、徐々に強度を上げつつ患者に刺激の確認を行いながら適した強度で行う必要がある。"
1339,はり理論,36,第26回,問題142,5 リスク管理,B. 鍼療法の医療過誤と副作用,経穴と深刺により損傷するリスクがある臓器との組合せで正しいのはどれか。,1. 右梁門 ── 肝臓,2. 右陽綱 ── 肺,3. 右大横 ── 腎臓,4. 右欠盆 ── 心臓,1,"解説：深刺による臓器損傷のリスクが高いのは、**1：右梁門と肝臓**の組合せである。しかし、陽綱の部位は横隔膜に近く、特に左の横隔膜は右に比べて低いため、左陽綱は肺損傷のリスクがある。本問では2：右陽綱とのことであるが、右の陽綱でも体型や慢性閉塞性肺疾患などの既往がある場合には、横隔膜が正常よりも低下するために臓器損傷のリスクがある。臓器ごとの安全深度の目安として、腎臓を刺入しない志室の安全深度は20mm、肺を刺入しない膏肓の安全深度は19mm、肝臓を刺入しない右梁門の安全深度は10mmとの報告がある。"
1340,はり理論,37,第30回,問題166,5 リスク管理,A. 施術上の一般注意,低周波鍼通電療法の安全対策で正しいのはどれか。,1. 電流は直流パルスを用いる。,2. 鍼の材質はステンレスを用いる。,3. 心臓を挟む形で電極を配置する。,4. 通電装置の出力レベルは最大値から始める。,2,"解説：低周波鍼通電療法を行う場合、2：鍼の材質は**ステンレス**を用いる。鍼通電療法では鍼の電気分解による折鍼を防止するために1：電流は**交流パルス**を用いる。また、感電防止（マクロショック、ミクロショック）のために3：心臓を挟む形で電極を配置することを避けなければならない。併せて、心臓ペースメーカーや埋込み型除細動器を使用している患者に対する鍼通電は禁止である。4：通電装置の出力レベルは最小值から始め、徐々に強度を上げつつ患者に刺激の確認を行いながら適した強度で行う必要がある。"
1341,はり理論,38,第26回,問題142,5 リスク管理,B. 鍼療法の医療過誤と副作用,経穴と深刺により損傷するリスクがある臓器との組合せで正しいのはどれか。,1. 右梁門 ── 肝臓,2. 右陽綱 ── 肺,3. 右大横 ── 腎臓,4. 右欠盆 ── 心臓,1,"解説：深刺による臓器損傷のリスクが高いのは、1：右梁門と肝臓の組合せである。しかし、陽綱の部位は横隔膜に近く、特に左の横隔膜は右に比べて低いため、左陽綱は肺損傷のリスクがある。本問では2：右陽綱とのことであるが、右の陽綱でも体型や慢性閉塞性肺疾患などの既往がある場合には、横隔膜が正常よりも低下するために臓器損傷のリスクがある。臓器ごとの安全深度の目安として、腎臓を刺入しない志室の安全深度は20mm、肺を刺入しない膏肓の安全深度は19mm、肝臓を刺入しない右梁門の安全深度は10mmとの報告がある。"
1342,はり理論,39,第28回,問題143,5 リスク管理,B. 鍼療法の医療過誤と副作用,深刺により化膿性関節炎のリスクがある経穴はどれか。,1. 膏肓,2. 欠盆,3. 肩髎,4. 天宗,3,"解説：深刺により化膿性関節炎のリスクがあるのは関節付近にある経穴である。3：肩髎は肩関節部に位置するため、深刺すると肩関節の化膿性関節炎のリスクがある。"
1343,はり理論,40,第32回,問題165,5 リスク管理,B. 鍼療法の医療過誤と副作用,深刺により椎骨動脈を損傷するリスクが最も高い経穴はどれか。,1. 啞門,2. 風池,3. 完骨,4. 翳風,2,"解説：後頭部、大後頭直筋・上頭斜筋・下頭斜筋により構成される後頭下三角の部位は、深部に椎骨動脈が通り、刺鍼において注意を要する。天柱ならびに風池は該当部位の近くになり、選択肢の中で最も該当するのは2：風池である。1：啞門は深刺により延髄・脊髄を損傷する可能性があり、注意を要する。3：完骨は乳様突起の後下方、4：翳風は乳様突起下端前方であるので椎骨動脈からは少し離れた部位であるが、刺鍼深度・刺鍼角度により動脈や神経の損傷につながるので注意する。"
1344,はり理論,41,第33回,問題165,5 リスク管理,B. 鍼療法の医療過誤と副作用,刺鍼によって心タンポナーデの危険性がある経穴はどれか。,1. 中府,2. 膻中,3. 巨闕,4. 期門,2,"解説：胸郭周囲では、肺や心臓などの胸腔内臓器の損傷に注意する。膻中への刺鍼は、**胸骨裂孔**の存在の可能性に注意する。裂孔があった場合、裂孔に鍼が刺入されると心臓に達する危険があり、海外では膻中刺鍼での心タンポナーデによる死亡例も報告されている。"
1345,はり理論,42,第25回,問題146,5 リスク管理,B. 鍼療法の医療過誤と副作用,迎え鍼を行う有害事象はどれか。,1. 気胸,2. 折鍼,3. 渋鍼,4. 脳貧血,3,"解説：迎え鍼を行うのは3：**渋鍼**（抜鍼困難）のときである。迎え鍼以外に、**副刺激術**や**示指打法**を行うこともある。"
1346,はり理論,43,第28回,問題144,5 リスク管理,B. 鍼療法の医療過誤と副作用,患者の体動により抜鍼困難が生じた場合の対応として適切でないのはどれか。,1. 返し鍼を行う。,2. 副刺激術を行う。,3. 患者をリラックスさせる。,4. 筋緊張が緩解するまで待つ。,1,"解説：抜鍼困難時の対応として適切でないのは1：返し鍼を行うである。返し鍼は脳貧血（脳虚血）時に行う処置である。抜鍼困難の対処法としては、2：副刺激術、示指打法、迎え鍼などがあり、筋緊張を解くため3：リラックスさせ、4：筋緊張が緩解するのを待つ置鍼も行われる。"
1347,はり理論,44,第30回,問題165,5 リスク管理,B. 鍼療法の医療過誤と副作用,仰臥位による置鍼時に患者がくしゃみをした場合、最も折鍼が起こりやすい部位はどれか。,1. 印堂,2. 膻中,3. 天枢,4. 中都,3,"解説：3：天枢穴は腹直筋上にあり、くしゃみをした場合、腹筋の収縮により折鍼が起こる可能性がある。"
1348,はり理論,45,第33回,問題166,5 リスク管理,B. 鍼療法の医療過誤と副作用,鍼施術後に生じる有害事象で、失神の原因として最も考えられるのはどれか。,1. 遺感覚,2. 気胸,3. 低血糖,4. 脳貧血,4,"解説：過剰刺激は、吐き気、眩暈、脳貧血（失神）などの気分不良・自律神経症状を誘発する恐れがある。脳貧血（失神）は、施術に慣れていない場合、神経質あるいは鍼に対する不安や緊張が強い場合、睡眠不足など体調不良の場合、虚弱者の場合に発生しやすい。また座位での刺鍼は脳貧血（失神）を起こしやすいので注意が必要である。"
